,pairid,res,prompt,value,model
50,26,1,Does changing the amount of blast furnace slag in concrete cause a change in the compressive strength of concrete? Please answer in a single word: Yes or No.,"{'warning': 'This model version is deprecated. Migrate before January 4, 2024 to avoid disruption of service. Learn more https://platform.openai.com/docs/deprecations', 'id': 'cmpl-7z65smJi0O7m3831RIaAsBtX1hEHd', 'object': 'text_completion', 'created': 1694795788, 'model': 'text-ada-001', 'choices': [{'text': '\n\nYes', 'index': 0, 'logprobs': None, 'finish_reason': 'stop'}], 'usage': {'prompt_tokens': 33, 'completion_tokens': 3, 'total_tokens': 36}}",text-ada-001
51,26,2,Does changing its compressive strength cause a change in the amount of blast furnace slag it contains? Please answer in a single word: Yes or No.,"{'warning': 'This model version is deprecated. Migrate before January 4, 2024 to avoid disruption of service. Learn more https://platform.openai.com/docs/deprecations', 'id': 'cmpl-7z65sQbjik7M4dR2jhDuNhTXT5FuH', 'object': 'text_completion', 'created': 1694795788, 'model': 'text-ada-001', 'choices': [{'text': '\n\nYes', 'index': 0, 'logprobs': None, 'finish_reason': 'stop'}], 'usage': {'prompt_tokens': 31, 'completion_tokens': 3, 'total_tokens': 34}}",text-ada-001
52,27,1,Does changing the amount of fly ash in concrete cause a change in the compressive strength of concrete? Please answer in a single word: Yes or No.,"{'warning': 'This model version is deprecated. Migrate before January 4, 2024 to avoid disruption of service. Learn more https://platform.openai.com/docs/deprecations', 'id': 'cmpl-7z65s0y7ipeYAV36GseF3CaARU99F', 'object': 'text_completion', 'created': 1694795788, 'model': 'text-ada-001', 'choices': [{'text': '\n\nYes', 'index': 0, 'logprobs': None, 'finish_reason': 'stop'}], 'usage': {'prompt_tokens': 31, 'completion_tokens': 3, 'total_tokens': 34}}",text-ada-001
53,27,2,Does changing its compressive strength cause a change in the amount of fly ash it contains? Please answer in a single word: Yes or No.,"{'warning': 'This model version is deprecated. Migrate before January 4, 2024 to avoid disruption of service. Learn more https://platform.openai.com/docs/deprecations', 'id': 'cmpl-7z65tpYPEdasFDO0iVANuIZkE0BFR', 'object': 'text_completion', 'created': 1694795789, 'model': 'text-ada-001', 'choices': [{'text': '\n\nYes', 'index': 0, 'logprobs': None, 'finish_reason': 'stop'}], 'usage': {'prompt_tokens': 29, 'completion_tokens': 3, 'total_tokens': 32}}",text-ada-001
54,28,1,Does changing the amount of water in concrete cause a change in the compressive strength of concrete? Please answer in a single word: Yes or No.,"{'warning': 'This model version is deprecated. Migrate before January 4, 2024 to avoid disruption of service. Learn more https://platform.openai.com/docs/deprecations', 'id': 'cmpl-7z65tjTknhyIuAJiu9PWQQE1SOy0D', 'object': 'text_completion', 'created': 1694795789, 'model': 'text-ada-001', 'choices': [{'text': '\n\nYes', 'index': 0, 'logprobs': None, 'finish_reason': 'stop'}], 'usage': {'prompt_tokens': 30, 'completion_tokens': 3, 'total_tokens': 33}}",text-ada-001
55,28,2,Does changing its compressive strength cause a change in the amount of water it contains? Please answer in a single word: Yes or No.,"{'warning': 'This model version is deprecated. Migrate before January 4, 2024 to avoid disruption of service. Learn more https://platform.openai.com/docs/deprecations', 'id': 'cmpl-7z65toRqXSYJPkEuOjfLHxCsJNa1n', 'object': 'text_completion', 'created': 1694795789, 'model': 'text-ada-001', 'choices': [{'text': '\n\nYes', 'index': 0, 'logprobs': None, 'finish_reason': 'stop'}], 'usage': {'prompt_tokens': 28, 'completion_tokens': 3, 'total_tokens': 31}}",text-ada-001
56,29,1,Does changing the amount of superplasticizer in concrete cause a change in the compressive strength of concrete? Please answer in a single word: Yes or No.,"{'warning': 'This model version is deprecated. Migrate before January 4, 2024 to avoid disruption of service. Learn more https://platform.openai.com/docs/deprecations', 'id': 'cmpl-7z65tjKH66zWXSvGyhKjNP4fxpzDO', 'object': 'text_completion', 'created': 1694795789, 'model': 'text-ada-001', 'choices': [{'text': '\n\nYes', 'index': 0, 'logprobs': None, 'finish_reason': 'stop'}], 'usage': {'prompt_tokens': 33, 'completion_tokens': 3, 'total_tokens': 36}}",text-ada-001
57,29,2,Does changing its compressive strength cause a change in the amount of superplasticizer it contains? Please answer in a single word: Yes or No.,"{'warning': 'This model version is deprecated. Migrate before January 4, 2024 to avoid disruption of service. Learn more https://platform.openai.com/docs/deprecations', 'id': 'cmpl-7z65t31o0ix2fGd00r7qFt7tZF3tS', 'object': 'text_completion', 'created': 1694795789, 'model': 'text-ada-001', 'choices': [{'text': '\n\nYes', 'index': 0, 'logprobs': None, 'finish_reason': 'stop'}], 'usage': {'prompt_tokens': 31, 'completion_tokens': 3, 'total_tokens': 34}}",text-ada-001
58,30,1,Does changing the amount of coarse aggregate in concrete cause a change in the compressive strength of concrete? Please answer in a single word: Yes or No.,"{'warning': 'This model version is deprecated. Migrate before January 4, 2024 to avoid disruption of service. Learn more https://platform.openai.com/docs/deprecations', 'id': 'cmpl-7z65tC8GCq4S6uoz2lx2jZlogqwre', 'object': 'text_completion', 'created': 1694795789, 'model': 'text-ada-001', 'choices': [{'text': '\n\nYes', 'index': 0, 'logprobs': None, 'finish_reason': 'stop'}], 'usage': {'prompt_tokens': 31, 'completion_tokens': 3, 'total_tokens': 34}}",text-ada-001
59,30,2,Does changing its compressive strength cause a change in the amount of coarse aggregate it contains? Please answer in a single word: Yes or No.,"{'warning': 'This model version is deprecated. Migrate before January 4, 2024 to avoid disruption of service. Learn more https://platform.openai.com/docs/deprecations', 'id': 'cmpl-7z65uqNUgorjjF23jencdllHwHAbj', 'object': 'text_completion', 'created': 1694795790, 'model': 'text-ada-001', 'choices': [{'text': '\n\nYes', 'index': 0, 'logprobs': None, 'finish_reason': 'stop'}], 'usage': {'prompt_tokens': 29, 'completion_tokens': 3, 'total_tokens': 32}}",text-ada-001
60,31,1,Does changing the amount of fine aggregate in concrete cause a change in the compressive strength of concrete? Please answer in a single word: Yes or No.,"{'warning': 'This model version is deprecated. Migrate before January 4, 2024 to avoid disruption of service. Learn more https://platform.openai.com/docs/deprecations', 'id': 'cmpl-7z65usdHL9Xk2dDsO5ltNNs5F9Ulz', 'object': 'text_completion', 'created': 1694795790, 'model': 'text-ada-001', 'choices': [{'text': '\n\nYes', 'index': 0, 'logprobs': None, 'finish_reason': 'stop'}], 'usage': {'prompt_tokens': 31, 'completion_tokens': 3, 'total_tokens': 34}}",text-ada-001
61,31,2,Does changing its compressive strength cause a change in the amount of fine aggregate it contains? Please answer in a single word: Yes or No.,"{'warning': 'This model version is deprecated. Migrate before January 4, 2024 to avoid disruption of service. Learn more https://platform.openai.com/docs/deprecations', 'id': 'cmpl-7z65uRQJurRwntNALayOiBCTX7H6C', 'object': 'text_completion', 'created': 1694795790, 'model': 'text-ada-001', 'choices': [{'text': '\n\nYes', 'index': 0, 'logprobs': None, 'finish_reason': 'stop'}], 'usage': {'prompt_tokens': 29, 'completion_tokens': 3, 'total_tokens': 32}}",text-ada-001
62,32,1,Does changing the age of concrete cause a change in the compressive strength of concrete? Please answer in a single word: Yes or No.,"{'warning': 'This model version is deprecated. Migrate before January 4, 2024 to avoid disruption of service. Learn more https://platform.openai.com/docs/deprecations', 'id': 'cmpl-7z65uE22ukm50wvTzTi22ue5wR0nX', 'object': 'text_completion', 'created': 1694795790, 'model': 'text-ada-001', 'choices': [{'text': '\n\nYes', 'index': 0, 'logprobs': None, 'finish_reason': 'stop'}], 'usage': {'prompt_tokens': 28, 'completion_tokens': 3, 'total_tokens': 31}}",text-ada-001
63,32,2,Does changing its compressive strength cause a change in its age? Please answer in a single word: Yes or No.,"{'warning': 'This model version is deprecated. Migrate before January 4, 2024 to avoid disruption of service. Learn more https://platform.openai.com/docs/deprecations', 'id': 'cmpl-7z65u4AwJqhbYITQLwcMv330DDhJ9', 'object': 'text_completion', 'created': 1694795790, 'model': 'text-ada-001', 'choices': [{'text': '\n\nYes', 'index': 0, 'logprobs': None, 'finish_reason': 'stop'}], 'usage': {'prompt_tokens': 24, 'completion_tokens': 3, 'total_tokens': 27}}",text-ada-001
64,33,1,Does changing the alcohol consumption of a person cause a change in the mean corpuscular volume in a person's blood? Please answer in a single word: Yes or No.,"{'warning': 'This model version is deprecated. Migrate before January 4, 2024 to avoid disruption of service. Learn more https://platform.openai.com/docs/deprecations', 'id': 'cmpl-7z65uNc62j5FLwxCJYTxUjExy2e8x', 'object': 'text_completion', 'created': 1694795790, 'model': 'text-ada-001', 'choices': [{'text': '\n\nYes', 'index': 0, 'logprobs': None, 'finish_reason': 'stop'}], 'usage': {'prompt_tokens': 34, 'completion_tokens': 3, 'total_tokens': 37}}",text-ada-001
65,33,2,Does changing mean corpuscular volume in their blood cause a change in their alcohol consumption? Please answer in a single word: Yes or No.,"{'warning': 'This model version is deprecated. Migrate before January 4, 2024 to avoid disruption of service. Learn more https://platform.openai.com/docs/deprecations', 'id': 'cmpl-7z65uVmKdPP7RVzV1uM7eryqlROGu', 'object': 'text_completion', 'created': 1694795790, 'model': 'text-ada-001', 'choices': [{'text': '\n\nYes', 'index': 0, 'logprobs': None, 'finish_reason': 'stop'}], 'usage': {'prompt_tokens': 28, 'completion_tokens': 3, 'total_tokens': 31}}",text-ada-001
66,34,1,Does changing the alcohol consumption of a person cause a change in the alkaline phosphotase in a person's blood? Please answer in a single word: Yes or No.,"{'warning': 'This model version is deprecated. Migrate before January 4, 2024 to avoid disruption of service. Learn more https://platform.openai.com/docs/deprecations', 'id': 'cmpl-7z65vmi7LTJxf1eYBrpQSOKYgexGe', 'object': 'text_completion', 'created': 1694795791, 'model': 'text-ada-001', 'choices': [{'text': '\n\nYes', 'index': 0, 'logprobs': None, 'finish_reason': 'stop'}], 'usage': {'prompt_tokens': 35, 'completion_tokens': 3, 'total_tokens': 38}}",text-ada-001
67,34,2,Does changing alkaline phosphotase in their blood cause a change in their alcohol consumption? Please answer in a single word: Yes or No.,"{'warning': 'This model version is deprecated. Migrate before January 4, 2024 to avoid disruption of service. Learn more https://platform.openai.com/docs/deprecations', 'id': 'cmpl-7z65vTmZ7OLjXuTlGvf1m2s2vs2wb', 'object': 'text_completion', 'created': 1694795791, 'model': 'text-ada-001', 'choices': [{'text': '\n\nYes', 'index': 0, 'logprobs': None, 'finish_reason': 'stop'}], 'usage': {'prompt_tokens': 29, 'completion_tokens': 3, 'total_tokens': 32}}",text-ada-001
68,35,1,Does changing the alcohol consumption of a person cause a change in the alanine aminotransferase in a person's blood? Please answer in a single word: Yes or No.,"{'warning': 'This model version is deprecated. Migrate before January 4, 2024 to avoid disruption of service. Learn more https://platform.openai.com/docs/deprecations', 'id': 'cmpl-7z65vcIYlDuT9R2AbSgJidJa14HEJ', 'object': 'text_completion', 'created': 1694795791, 'model': 'text-ada-001', 'choices': [{'text': '\n\nYes', 'index': 0, 'logprobs': None, 'finish_reason': 'stop'}], 'usage': {'prompt_tokens': 39, 'completion_tokens': 3, 'total_tokens': 42}}",text-ada-001
69,35,2,Does changing alanine aminotransferase in their blood cause a change in their alcohol consumption? Please answer in a single word: Yes or No.,"{'warning': 'This model version is deprecated. Migrate before January 4, 2024 to avoid disruption of service. Learn more https://platform.openai.com/docs/deprecations', 'id': 'cmpl-7z65v8RPIcvje5iJ3a7XfuFcmCI6w', 'object': 'text_completion', 'created': 1694795791, 'model': 'text-ada-001', 'choices': [{'text': '\n\nYes', 'index': 0, 'logprobs': None, 'finish_reason': 'stop'}], 'usage': {'prompt_tokens': 33, 'completion_tokens': 3, 'total_tokens': 36}}",text-ada-001
70,36,1,Does changing the alcohol consumption of a person cause a change in the aspartate aminotransferase in a person's blood? Please answer in a single word: Yes or No.,"{'warning': 'This model version is deprecated. Migrate before January 4, 2024 to avoid disruption of service. Learn more https://platform.openai.com/docs/deprecations', 'id': 'cmpl-7z65vMI18AtaNhEawIsOKAZTWNlrk', 'object': 'text_completion', 'created': 1694795791, 'model': 'text-ada-001', 'choices': [{'text': '\n\nYes', 'index': 0, 'logprobs': None, 'finish_reason': 'stop'}], 'usage': {'prompt_tokens': 39, 'completion_tokens': 3, 'total_tokens': 42}}",text-ada-001
71,36,2,Does changing aspartate aminotransferase in their blood cause a change in their alcohol consumption? Please answer in a single word: Yes or No.,"{'warning': 'This model version is deprecated. Migrate before January 4, 2024 to avoid disruption of service. Learn more https://platform.openai.com/docs/deprecations', 'id': 'cmpl-7z65vkh7vGPmdUQ5vS1mbWAPH5psm', 'object': 'text_completion', 'created': 1694795791, 'model': 'text-ada-001', 'choices': [{'text': '\n\nYes', 'index': 0, 'logprobs': None, 'finish_reason': 'stop'}], 'usage': {'prompt_tokens': 33, 'completion_tokens': 3, 'total_tokens': 36}}",text-ada-001
72,37,1,Does changing the alcohol consumption of a person cause a change in the gamma-glutamyl transpeptdase in a person's blood? Please answer in a single word: Yes or No.,"{'warning': 'This model version is deprecated. Migrate before January 4, 2024 to avoid disruption of service. Learn more https://platform.openai.com/docs/deprecations', 'id': 'cmpl-7z65vDzuDjQAeENMp8yyEYEzLo0lO', 'object': 'text_completion', 'created': 1694795791, 'model': 'text-ada-001', 'choices': [{'text': '\n\nYes', 'index': 0, 'logprobs': None, 'finish_reason': 'stop'}], 'usage': {'prompt_tokens': 41, 'completion_tokens': 3, 'total_tokens': 44}}",text-ada-001
73,37,2,Does changing gamma-glutamyl transpeptdase in their blood cause a change in their alcohol consumption? Please answer in a single word: Yes or No.,"{'warning': 'This model version is deprecated. Migrate before January 4, 2024 to avoid disruption of service. Learn more https://platform.openai.com/docs/deprecations', 'id': 'cmpl-7z65wWBOBxnHgFQTYuCEZqBC7Szlv', 'object': 'text_completion', 'created': 1694795792, 'model': 'text-ada-001', 'choices': [{'text': '\n\nYes', 'index': 0, 'logprobs': None, 'finish_reason': 'stop'}], 'usage': {'prompt_tokens': 35, 'completion_tokens': 3, 'total_tokens': 38}}",text-ada-001
74,38,1,Does changing the age of a person cause a change in the body mass index of a person? Please answer in a single word: Yes or No.,"{'warning': 'This model version is deprecated. Migrate before January 4, 2024 to avoid disruption of service. Learn more https://platform.openai.com/docs/deprecations', 'id': 'cmpl-7z65wfLQRi9E84yMUEUjUlbiORrHL', 'object': 'text_completion', 'created': 1694795792, 'model': 'text-ada-001', 'choices': [{'text': '\n\nYes', 'index': 0, 'logprobs': None, 'finish_reason': 'stop'}], 'usage': {'prompt_tokens': 30, 'completion_tokens': 3, 'total_tokens': 33}}",text-ada-001
